deposit,duration(in minutes),ordinal_month,day,age,balance,ordinal_poutcome,ordinal_job,campaign,ordinal_contact,housing
1,9,1,19,43.0,-0.0573149194606821,1,4,3,1,1
1,17,1,19,37.0,-0.7375112825833656,1,9,2,1,1
1,16,1,19,30.0,-0.1758676624886007,1,5,6,1,1
1,9,1,19,41.0,-0.4566894725359832,1,5,5,1,1
1,7,1,20,36.0,2.2003738805772444,1,1,1,1,1
1,17,1,20,35.0,-0.8279077491421536,1,1,1,1,1
1,17,1,20,29.0,-0.6271090406386163,1,4,2,1,1
1,17,1,20,35.0,-0.7523303754618554,1,1,1,1,1
1,3,1,20,31.0,-0.8264258398543046,1,1,2,1,1
1,17,1,20,35.0,2.2003738805772444,1,4,1,1,1
1,17,1,20,34.0,-0.7649266044085717,1,5,4,1,1
1,17,1,20,31.0,-0.5085562976106976,1,7,1,1,1
1,10,1,20,44.0,-0.1002902888083026,1,5,3,1,1
1,17,1,20,36.0,-0.5255982544209609,1,1,2,1,1
1,14,1,20,35.0,2.2003738805772444,1,1,2,1,1
1,17,1,20,41.0,0.0982855557634611,1,1,2,1,1
1,9,1,21,31.0,-0.6678615460544634,1,1,1,1,1
1,15,1,21,34.0,0.066424506074708,1,1,1,1,1
1,13,1,21,32.0,-0.2418126257978805,1,5,2,1,1
1,15,1,21,36.0,-0.19883725645026,1,9,2,1,1
1,6,1,21,30.0,-0.6508195892442,1,1,1,1,1
1,13,1,21,37.0,0.069388324650406,1,5,1,1,1
1,10,1,21,36.0,-0.384075917431383,1,1,2,1,1
1,8,1,21,31.0,-0.2166201679044478,1,9,2,1,1
1,14,1,21,27.0,0.789596238545012,1,5,1,1,1
1,17,1,21,34.0,2.2003738805772444,1,11,1,1,0
1,17,1,21,30.0,0.1271827868765163,1,5,2,1,1
1,14,1,21,32.0,2.2003738805772444,1,5,2,1,1
1,13,1,21,37.0,1.6365073965507062,1,5,1,1,1
1,15,1,21,32.0,-0.2477402629492764,1,1,3,1,1
1,8,1,21,33.0,-0.8279077491421536,1,1,3,1,1
1,17,1,23,35.0,-0.0913988330812087,1,1,8,1,1
1,12,1,23,35.0,0.1753448387316083,1,6,2,1,1
1,13,1,23,30.0,-0.6508195892442,1,1,1,1,1
1,17,1,23,45.0,-1.0583446434026704,1,1,1,1,1
1,14,1,23,45.0,-0.7175055071974042,1,7,3,1,1
1,9,1,23,33.0,0.2568498495633024,1,1,3,1,1
1,9,1,23,44.0,2.2003738805772444,1,9,6,1,0
1,16,1,23,40.0,-0.6219223581311448,1,1,3,1,1
1,17,1,23,31.0,1.3282702646781177,1,1,2,1,1
1,6,1,26,30.0,-0.4270512867790035,1,5,2,1,1
1,13,1,26,44.0,0.107177011490555,1,5,11,1,1
1,11,1,26,34.0,-1.22654134757353,1,4,1,1,1
1,11,1,26,37.0,-0.7352884186515921,1,1,2,1,0
1,17,1,26,28.0,-0.8279077491421536,1,6,2,1,1
1,17,1,26,32.0,-0.3685158699089687,1,7,3,1,1
1,10,1,26,37.0,-0.5937660816620142,1,1,2,1,1
1,14,1,26,34.0,0.8666555215131592,1,9,4,1,1
1,7,1,26,38.0,-0.6811987296451042,1,7,2,1,1
1,12,1,26,28.0,-0.4870686129368873,1,7,6,1,1
1,17,1,26,31.0,0.0204853181513895,1,9,4,1,1
1,12,1,26,59.0,-0.8442087513084924,1,4,3,1,1
1,14,1,26,24.0,-0.3203538180538767,1,1,3,1,1
1,12,1,26,26.0,-0.1603076149661864,1,4,2,1,1
1,17,1,27,59.0,-0.5678326691246569,1,11,5,1,1
1,17,1,27,30.0,-0.8279077491421536,1,2,1,1,1
1,12,1,27,37.0,-0.6248861767068428,1,7,3,1,1
1,12,1,27,30.0,-0.9857310882980704,1,7,1,1,1
1,11,1,27,25.0,-0.7560351486814779,1,1,1,1,1
1,17,1,27,44.0,-0.7901190623020045,1,4,2,1,1
1,15,1,28,29.0,-0.5952479909498631,1,9,2,1,0
1,17,1,28,26.0,2.2003738805772444,1,9,2,1,1
1,9,1,28,26.0,-0.332950047000593,1,5,3,1,1
1,9,1,28,27.0,-0.7878961983702311,1,4,2,1,1
1,10,1,28,25.0,0.0923579186120652,1,6,2,1,1
1,8,1,28,28.0,-0.6115489931162019,1,9,1,1,1
1,17,1,28,23.0,-0.3351729109323665,1,4,1,1,1
1,14,1,28,34.0,-0.0439777358700412,1,9,2,1,1
1,17,1,28,28.0,-0.1247417920578108,1,12,1,1,1
1,9,1,28,51.0,-0.3788892349239115,1,2,9,1,1
1,9,1,29,35.0,-0.8279077491421536,1,1,1,1,1
1,8,1,29,35.0,-0.5285620729966589,1,7,1,1,1
1,13,1,29,56.0,-0.6434100428049551,1,1,2,1,1
1,12,1,29,45.0,1.657254126580592,1,10,1,1,1
1,17,1,29,60.0,-0.8279077491421536,1,1,1,1,1
1,8,1,29,56.0,-0.3914854638706279,1,5,2,1,1
1,13,1,29,27.0,2.2003738805772444,1,9,3,1,1
1,13,1,29,30.0,-0.1810543449960722,1,7,3,1,1
1,13,1,29,45.0,-0.3877806906510054,1,1,2,1,1
1,13,1,29,29.0,-0.8427268420206434,1,1,2,1,1
1,17,1,29,38.0,2.2003738805772444,1,9,2,1,1
1,17,1,29,30.0,-0.4678037921948506,1,1,3,1,1
1,13,1,29,44.0,0.3524329986295618,1,1,3,1,1
1,15,1,30,36.0,2.2003738805772444,1,9,1,1,1
1,12,1,30,38.0,-0.6604519996152184,1,5,3,1,1
1,17,1,30,36.0,-0.5567183494657896,1,1,2,1,1
1,10,1,30,37.0,-0.8160524748393617,1,9,1,1,1
1,12,1,30,35.0,-0.4092683753248157,1,9,1,1,1
1,10,1,30,38.0,-0.8138296109075882,1,7,2,1,1
1,14,1,30,40.0,-0.0261948244158534,1,4,2,1,1
1,14,1,30,42.0,0.4413475559005009,1,10,2,1,1
1,17,1,30,46.0,2.2003738805772444,1,9,1,1,1
1,11,1,30,35.0,2.2003738805772444,1,5,10,1,1
1,17,1,30,34.0,0.247217439192284,1,5,15,1,1
1,17,1,30,32.0,-0.8531002070355863,1,4,2,1,1
1,14,1,30,50.0,1.8943596126364293,1,10,3,1,1
1,17,1,30,35.0,-0.3107214076828583,1,1,3,1,1
1,13,1,30,36.0,2.2003738805772444,1,5,3,1,1
1,17,1,30,53.0,1.1400677851212966,1,1,2,1,1
1,16,1,30,46.0,1.323824536814571,1,9,2,1,1
1,3,1,30,26.0,-0.0839892866419638,1,9,2,1,1
1,14,1,30,45.0,-0.5241163451331119,1,5,4,1,1
1,12,1,30,31.0,-0.8279077491421536,1,10,12,1,1
1,8,1,30,29.0,-0.8279077491421536,1,9,12,1,1
1,17,1,30,53.0,-0.7819685612188351,1,2,5,1,1
1,17,1,30,27.0,-0.519670617269565,1,1,2,1,1
1,8,5,2,39.0,1.219349932021217,1,9,2,1,1
1,6,5,2,36.0,1.38310090832853,1,4,1,1,1
1,10,5,2,41.0,-0.7219512350609513,1,1,2,1,1
1,17,5,2,36.0,-0.8279077491421536,1,4,1,1,1
1,13,5,2,32.0,-0.3122033169707073,1,5,1,1,1
1,9,5,2,35.0,-0.7152826432656308,1,4,1,1,1
1,17,5,2,36.0,-0.8857022113682639,1,9,1,1,1
1,3,5,2,35.0,-0.1855000728596191,1,9,3,1,1
1,12,5,2,30.0,-0.1217779734821128,1,1,2,1,1
1,11,5,2,42.0,-0.4996648418836037,1,1,5,1,1
1,9,5,2,42.0,-1.6644455421329047,1,5,5,1,1
1,12,5,2,32.0,-0.5204115719134895,1,1,4,1,1
1,11,5,2,29.0,-0.6352595417217857,1,1,14,1,1
1,7,5,2,44.0,-1.1324401077951196,1,9,4,1,1
1,17,5,3,32.0,0.1197732404372714,1,5,3,1,1
1,16,5,3,31.0,-0.7641856497646473,1,10,2,1,1
1,15,5,3,40.0,-1.3865875506612204,1,6,3,1,1
1,17,5,3,43.0,-0.8279077491421536,1,2,7,1,0
1,12,5,3,27.0,-0.696017822523594,1,9,2,1,1
1,17,5,3,37.0,-0.6219223581311448,1,4,3,1,1
1,12,5,3,23.0,-0.5130020254742446,1,4,1,1,1
1,13,5,3,25.0,-0.703427368962839,1,9,1,1,1
1,8,5,3,26.0,-0.8545821163234353,1,1,2,1,1
1,17,5,3,47.0,-0.7345474640076676,1,1,2,1,1
1,17,5,3,35.0,-0.8923708031635843,1,7,7,1,1
1,17,5,3,32.0,2.2003738805772444,1,5,4,1,1
1,10,5,4,45.0,-0.3507329584547808,1,9,1,1,1
1,8,5,4,30.0,-0.5485678483826202,1,7,15,1,1
1,9,5,4,29.0,-1.0287064576456908,1,4,1,1,1
1,16,5,4,38.0,2.2003738805772444,1,1,2,1,1
1,10,5,4,23.0,-0.4633580643313036,1,1,1,1,1
1,12,5,4,27.0,-0.7545532393936288,1,9,2,1,1
1,8,5,4,27.0,-1.3562084102603162,1,9,2,1,1
1,9,5,4,29.0,-0.8041972005365698,1,4,1,1,1
1,17,5,4,30.0,-0.4255693774911545,1,6,6,1,1
1,15,5,4,36.0,-0.5293030276405833,1,1,1,1,1
1,15,5,4,35.0,-0.5041105697471506,1,7,1,1,1
1,3,5,5,36.0,0.4850638798920459,1,1,1,1,0
1,15,5,5,59.0,-0.8931117578075088,1,11,2,1,1
1,17,5,5,47.0,-0.8279077491421536,1,2,1,1,0
1,17,5,5,58.0,-0.195873437874562,1,2,2,1,0
1,17,5,5,37.0,-0.6500786346002755,1,9,1,1,0
1,8,5,5,46.0,-0.19883725645026,1,7,2,1,1
1,12,5,5,43.0,-0.5922841723741652,1,1,2,1,1
1,9,5,5,27.0,-0.3070166344632358,1,9,3,1,1
1,10,5,5,38.0,-0.7827095158627596,1,4,1,1,0
1,11,5,5,53.0,-0.7508484661740065,1,3,1,1,0
1,12,5,5,47.0,0.651037720131132,1,1,2,1,0
1,17,5,5,56.0,0.0893941000363672,1,3,1,1,0
1,17,5,5,41.0,-0.1766086171325253,1,3,2,1,0
1,9,5,5,29.0,-0.5130020254742446,1,6,15,1,1
1,8,5,5,50.0,-0.519670617269565,1,5,5,1,1
1,16,5,5,45.0,-0.2025420296698825,1,1,3,1,0
1,14,5,5,35.0,-0.1906867553670906,1,1,4,1,1
1,11,5,6,26.0,-0.3544377316744033,1,5,5,1,1
1,17,5,6,26.0,-0.3018299519557644,1,7,2,1,1
1,6,5,6,37.0,0.28945185389598,1,1,2,1,0
1,14,5,6,30.0,-0.6626748635469919,1,7,11,1,1
1,7,5,6,38.0,-0.3692568245528931,1,9,4,1,1
1,7,5,6,37.0,-0.5915432177302407,1,4,3,1,1
1,10,5,6,53.0,-0.4722495200583975,1,5,2,1,0
1,17,5,6,29.0,-0.6700844099862369,1,1,3,1,1
1,17,5,6,35.0,-0.7775228333552882,1,9,1,1,0
1,6,5,6,28.0,1.2378737981193295,1,1,2,1,1
1,11,5,6,55.0,2.2003738805772444,1,1,3,1,0
1,17,5,9,49.0,-0.8619916627626802,1,9,10,1,1
1,14,5,9,50.0,0.3539149079174108,1,4,1,1,0
1,15,5,9,43.0,-0.0528691915971351,1,9,1,1,0
1,11,5,9,58.0,0.196091568761494,1,6,1,1,0
1,8,5,9,38.0,-0.6671205914105388,1,5,6,1,1
1,15,5,9,48.0,-0.6923130493039715,1,1,1,1,0
1,17,5,9,59.0,0.1508933354821001,1,9,3,1,0
1,8,5,9,58.0,-0.8093838830440413,1,1,3,1,0
1,17,5,9,36.0,2.2003738805772444,1,6,3,1,0
1,14,5,11,42.0,2.2003738805772444,1,2,3,1,0
1,9,5,11,41.0,-0.2262525782754662,1,7,4,1,0
1,17,5,11,42.0,-0.7501075115300819,1,7,4,1,0
1,14,5,11,39.0,-0.968689131487807,1,9,8,1,0
1,14,5,11,57.0,-0.3648110966893462,1,3,1,1,0
1,11,5,11,52.0,-0.6108080384722775,1,11,1,1,0
1,17,5,11,59.0,-0.0625016019681535,1,11,1,1,0
1,15,5,11,56.0,0.0686473700064815,1,1,1,1,0
1,9,5,11,49.0,-0.7804866519309861,1,9,1,1,0
1,16,5,11,35.0,-0.7063911875385369,1,1,2,1,0
1,9,5,11,36.0,0.4806181520284989,1,10,2,1,0
1,17,5,11,40.0,0.0968036464756122,1,7,2,1,0
1,10,5,12,55.0,-0.8279077491421536,1,1,2,1,0
1,14,5,12,58.0,-0.2158792132605233,1,7,1,1,0
1,10,5,12,39.0,1.12080296437926,1,6,5,1,0
1,16,5,12,47.0,1.9336302087644277,1,3,6,1,0
1,9,5,12,40.0,-0.52708016370881,1,9,2,1,1
1,17,5,12,35.0,1.3942152279873974,1,1,6,1,0
1,17,5,12,48.0,-0.0869531052176617,1,1,2,1,1
1,17,5,12,48.0,-0.4552075632481342,1,9,7,1,0
1,7,5,12,24.0,-0.9783215418588254,1,1,3,1,1
1,8,5,16,49.0,-0.5604231226854121,1,1,2,1,1
1,11,5,16,36.0,-0.6248861767068428,1,1,11,1,1
1,12,5,16,52.0,1.903992023007448,1,11,4,1,1
1,10,5,16,42.0,-0.5885793991545427,1,2,1,1,0
1,17,5,16,36.0,-0.1010312434522271,1,4,1,1,0
1,17,5,16,36.0,-0.3551786863183278,1,1,2,1,1
1,17,5,16,48.0,1.5646347960900304,1,10,1,1,0
1,17,5,16,51.0,0.3650292275762782,1,9,3,1,1
1,12,5,16,51.0,-0.8034562458926453,1,1,3,1,0
1,12,5,16,46.0,-0.430756059998626,1,5,2,1,1
1,10,5,16,37.0,-0.8279077491421536,1,9,6,1,0
1,17,5,16,36.0,1.437190597335018,1,2,4,1,0
1,9,5,17,47.0,1.3149330810874766,1,9,1,1,0
1,8,5,17,40.0,-0.8279077491421536,1,5,1,1,0
1,17,5,17,38.0,1.6290978501114612,1,12,3,1,0
1,11,5,17,40.0,-0.7493665568861574,1,9,2,1,0
1,12,5,17,39.0,0.878510795815951,1,1,3,1,1
1,17,5,17,60.0,1.6179835304525938,1,9,3,1,0
1,17,5,18,39.0,-0.51226107083032,1,6,1,1,0
1,6,5,18,51.0,-0.8212391573468332,1,4,2,1,0
1,17,5,18,27.0,-0.8997803496028293,1,7,2,1,1
1,17,5,18,41.0,2.2003738805772444,1,9,1,1,0
1,16,5,18,42.0,2.2003738805772444,1,1,1,1,0
1,11,5,18,41.0,-0.3040528158875378,1,2,1,1,0
1,10,5,18,33.0,-0.8249439305664557,1,5,2,1,1
1,17,5,18,46.0,-0.7345474640076676,1,7,1,1,0
1,11,5,18,31.0,-0.3307271830688196,1,1,4,1,1
1,17,5,18,41.0,-0.6656386821226898,1,1,3,1,0
1,17,5,19,41.0,1.855829971152356,1,1,4,1,0
1,16,5,19,55.0,0.3428005882585435,1,11,1,1,0
1,17,5,19,53.0,0.1494114261942511,1,5,3,1,0
1,15,5,19,55.0,0.7666266445833527,1,3,2,1,0
1,9,5,19,39.0,1.2786263035351766,1,4,1,1,1
1,15,5,19,40.0,-0.8279077491421536,1,2,4,1,0
1,13,5,19,59.0,-0.0017433211663452,1,11,1,1,0
1,10,5,19,42.0,-0.3648110966893462,1,1,3,1,0
1,11,5,19,41.0,-0.6456329067367286,1,1,3,1,0
1,16,5,19,27.0,-0.7827095158627596,1,1,1,1,1
1,15,5,19,25.0,-0.9694300861317316,1,1,7,1,1
1,16,5,20,43.0,-0.4433522889453423,1,10,2,1,0
1,15,5,20,44.0,-0.4411294250135688,1,4,1,1,0
1,6,5,20,26.0,-0.8619916627626802,1,1,7,1,1
1,17,5,20,52.0,0.8533183379225183,1,11,1,1,0
1,13,5,20,54.0,-0.5418992565872998,1,4,1,1,0
1,7,5,20,56.0,-0.8279077491421536,1,9,1,1,0
1,17,5,20,57.0,2.2003738805772444,1,9,2,1,0
1,17,5,20,29.0,-0.155120932458715,1,1,1,1,1
1,9,5,20,47.0,0.4272694176659355,1,5,3,1,0
1,17,5,20,57.0,-0.8960755763832068,1,9,1,1,1
1,9,5,20,40.0,-0.6886082760843492,1,1,2,1,1
1,17,5,20,46.0,-0.8279077491421536,1,4,3,1,0
1,9,5,20,43.0,-0.2796013126380296,1,1,2,1,1
1,11,5,20,45.0,-0.3425824573716114,1,9,3,1,0
1,9,5,20,24.0,-0.1855000728596191,1,9,10,1,1
1,17,5,20,40.0,-0.0802845134223413,1,1,5,1,1
1,17,5,20,38.0,2.2003738805772444,1,4,2,1,0
1,16,5,20,36.0,2.2003738805772444,1,10,4,1,0
1,8,5,23,27.0,-0.8479135245281149,1,1,2,1,0
1,11,5,23,26.0,-0.9183042157009416,1,7,3,1,1
1,11,5,23,43.0,-0.7175055071974042,1,9,2,1,1
1,8,5,24,25.0,-0.78937810765808,1,1,2,1,1
1,8,5,26,27.0,-0.5796879434274488,1,1,3,1,1
1,11,5,26,30.0,-0.4381656064378709,1,5,3,1,1
1,17,5,26,28.0,-0.833094431649625,1,7,2,1,0
1,7,5,27,27.0,-1.1339220170829687,1,1,6,1,0
1,14,5,27,32.0,-1.006477818327956,1,7,2,1,0
1,7,3,1,41.0,-0.7723361508478167,1,1,9,1,1
1,17,3,1,37.0,-0.8279077491421536,1,5,2,1,0
1,10,3,1,27.0,-0.7108369154020838,1,5,2,1,0
1,9,3,3,29.0,-0.7656675590524963,1,4,3,1,0
1,11,3,3,33.0,-0.7434389197347615,1,4,1,1,0
1,9,3,4,36.0,-0.8279077491421536,1,5,1,1,0
1,17,3,4,28.0,-0.922008988920564,1,1,3,3,1
1,8,3,7,55.0,-0.7916009715898534,1,1,4,3,1
1,10,3,7,51.0,-0.6678615460544634,1,5,2,3,0
1,11,3,7,39.0,-0.4529846993163607,1,5,2,3,1
1,7,3,7,42.0,-0.6700844099862369,1,1,3,3,1
1,13,3,7,33.0,-0.70194545967499,1,4,1,3,0
1,12,3,7,36.0,-0.2529269454567479,1,2,3,3,0
1,10,3,7,45.0,-0.1766086171325253,1,5,2,3,0
1,10,3,7,37.0,0.3820711843865415,1,6,2,3,0
1,6,3,7,46.0,-0.1417837488680741,1,10,5,3,0
1,14,3,7,32.0,1.068195184660621,1,6,1,3,0
1,8,3,7,28.0,-0.1543799778147905,1,5,1,3,0
1,9,3,7,45.0,-0.958315766472864,1,7,1,3,0
1,9,3,7,41.0,-0.0239719604840799,1,1,1,3,1
1,14,3,7,59.0,0.1093998754223285,1,1,1,3,0
1,16,3,7,47.0,-1.004995909040107,1,5,3,3,1
1,11,3,7,31.0,-0.2899746776529725,1,1,2,3,0
1,8,3,8,31.0,-0.608585174540504,1,9,4,3,0
1,12,3,8,33.0,-1.29248631088281,1,2,1,3,1
1,8,3,8,52.0,-1.1746745224988158,1,2,1,3,0
1,8,3,8,26.0,-0.4196417403397586,1,6,1,3,0
1,10,3,8,25.0,-0.8279077491421536,1,5,1,3,0
1,7,3,8,25.0,-0.7530713301057799,1,1,3,3,0
1,11,3,8,28.0,-0.4448341982331913,1,1,1,3,0
1,17,3,8,33.0,-0.8004924273169474,1,2,1,3,0
1,12,3,8,45.0,-0.1951324832306376,1,9,1,3,0
1,11,3,8,36.0,-0.8056791098244188,1,4,5,3,0
1,13,3,8,26.0,-0.7678904229842697,1,1,2,3,0
1,10,3,8,38.0,-0.8279077491421536,1,5,1,3,0
1,13,3,8,56.0,-0.3366548202202155,1,1,3,3,0
1,10,3,8,26.0,-0.7523303754618554,1,7,2,3,0
1,17,3,8,26.0,-0.5537545308900916,1,5,4,3,0
1,11,3,8,25.0,-0.6878673214404246,1,1,2,3,0
1,8,3,9,26.0,-0.745661783666535,1,10,1,3,0
1,13,3,9,40.0,-0.3351729109323665,1,1,1,3,1
1,10,3,9,37.0,-0.6693434553423123,1,7,1,3,1
1,17,3,9,43.0,-0.8279077491421536,1,1,1,3,0
1,11,3,9,41.0,0.3450234521903169,1,4,1,3,1
1,10,3,9,49.0,-0.8279077491421536,1,1,1,3,0
1,7,3,9,29.0,-0.8279077491421536,1,7,3,3,0
1,14,3,9,39.0,-0.3188719087660277,1,4,1,3,1
1,9,3,9,38.0,-0.5856155805788448,1,9,5,3,1
1,5,3,9,26.0,-0.916081351769168,1,5,5,3,0
1,16,3,9,32.0,-0.2395897618661071,1,9,1,3,1
1,17,3,9,33.0,-0.9694300861317316,1,1,4,3,1
1,9,3,9,31.0,-0.5248572997770364,1,9,5,3,0
1,17,3,9,49.0,-0.8256848852103801,1,1,6,3,0
1,15,3,9,27.0,-0.8212391573468332,1,10,2,3,0
1,17,3,9,30.0,-0.7130597793338573,1,1,3,3,1
1,15,3,10,35.0,0.1575619272774205,1,1,1,3,0
1,16,3,10,26.0,-0.8493954338159638,1,1,4,3,1
1,13,3,10,45.0,1.4935031502732792,1,2,1,3,1
1,16,3,10,34.0,-0.8523592523916618,1,7,1,3,1
1,12,3,10,28.0,-0.9538700386093172,1,7,2,3,0
1,17,3,10,25.0,0.0930988732559897,1,1,7,3,0
1,10,3,10,30.0,0.3561377718491843,1,1,1,3,1
1,13,3,10,30.0,-0.8242029759225311,1,4,5,3,0
1,7,3,10,47.0,-0.555977394821865,1,4,4,3,1
1,12,3,10,57.0,-0.3403595934398379,1,7,1,3,0
1,8,3,10,38.0,0.4480161476958213,1,9,1,3,1
1,17,3,10,54.0,-1.0613084619783686,1,5,1,3,0
1,17,3,10,25.0,1.0118826317223597,1,1,3,3,0
1,17,3,10,30.0,-0.8279077491421536,1,1,1,3,1
1,17,3,10,26.0,-0.7945647901655515,1,9,3,3,0
1,8,3,10,31.0,-0.7938238355216269,1,12,1,3,1
1,17,3,10,29.0,-0.4707676107705485,1,1,3,3,0
1,17,3,11,49.0,1.934371163408352,1,1,2,3,1
1,12,3,11,60.0,-0.013598595469137,1,11,2,3,0
1,17,3,11,60.0,0.8184934696580672,1,9,2,3,1
1,16,3,11,29.0,-0.0995493341643781,1,9,2,3,1
1,17,3,11,55.0,-0.6767530017815573,1,9,2,3,1
1,15,3,11,44.0,-0.0321224615672493,1,7,2,3,1
